name,address,phone,website
SC Dental Group (Charles Park 치과),"700 Alma Dr. #109, Plano, TX 75075",972) 423-6804,https://www.scdentalimplant.com
[email protected],"700 Alma Dr. #109, Plano, TX 75075",972) 423-6804,https://www.scdentalimplant.com
Los Rios Country Club,"1700 Country Club Dr, Plano, TX 75074",972) 422-8068,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1700+Country+Club+Dr%2C+Plano%2C+TX+75074&z=16&iwloc=A&z=auto
theclubatlosrios.com,"1700 Country Club Dr, Plano, TX 75074",972) 422-8068,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1700+Country+Club+Dr%2C+Plano%2C+TX+75074&z=16&iwloc=A&z=auto
동스오토,"9445 Emnora Lane, Houston, TX 77080",713) 467-5184,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9445+Emnora+Lane%2C+Houston%2C+TX+77080&z=16&iwloc=A&z=auto
켈러 한인제일 침례교회,"225 Keller Parkway, Keller, TX 76248",817.566.4041,http://www.fkbckeller.org
[email protected],"225 Keller Parkway, Keller, TX 76248",817.566.4041,http://www.fkbckeller.org
정지형 부동산,,214) 718-4900,
꽃돼지,"1411-A Gessner Road, Houston, TX 77080",713) 467-8801,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1411-A+Gessner+Road%2C+Houston%2C+TX+77080&z=16&iwloc=A&z=auto
Chong W Kim CPA MST - CK Tax & Consulting,"405 State Highway 121, Ste A250, Lewisville, TX 75067 (Virtual Office)",,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=405+State+Highway+121%2C+Ste+A250%2C+Lewisville%2C+TX+75067+%28Virtual+Office%29&z=16&iwloc=A&z=auto
[email protected],"405 State Highway 121, Ste A250, Lewisville, TX 75067 (Virtual Office)",,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=405+State+Highway+121%2C+Ste+A250%2C+Lewisville%2C+TX+75067+%28Virtual+Office%29&z=16&iwloc=A&z=auto
업소록,"9750 Brockbank Dr. #1, Dallas, TX 75220",972) 839-8889 / 713) 464-6300 / 972) 205-2795 / 972) 393-6229 / 800) 442-9713 / 972) 485-8004 / 972-600-8002 / 972) 243-9200 / 888) 635-2477 / 469) 471-1168 / 469) 406-9292 / 214) 718-8454,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9750+Brockbank+Dr.+%231%2C+Dallas%2C+TX+75220&z=16&iwloc=A&z=auto
국제장비,"9750 Brockbank Dr. #1, Dallas, TX 75220",972) 839-8889 / 713) 464-6300 / 972) 205-2795 / 972) 393-6229 / 800) 442-9713 / 972) 485-8004 / 972-600-8002 / 972) 243-9200 / 888) 635-2477 / 469) 471-1168 / 469) 406-9292 / 214) 718-8454,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9750+Brockbank+Dr.+%231%2C+Dallas%2C+TX+75220&z=16&iwloc=A&z=auto
국제장비,"9750 Brockbank Dr. #1, Dallas, TX 75220",972) 839-8889,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=9750+Brockbank+Dr.+%231%2C+Dallas%2C+TX+75220&z=16&iwloc=A&z=auto
샘스 오토 & 페인트,"1326 Conrad Sauer, Houston, TX 77043",713) 464-6300,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1326+Conrad+Sauer%2C+Houston%2C+TX+77043&z=16&iwloc=A&z=auto
Firewheel Golf,"600 W. Campbell Road, Garland, TX 75044",972) 205-2795,http://www.golffirewheel.com
림스타이거 태권도,"1529 E. Sandy Lake Rd #115, Coppell, TX 75019",972) 393-6229,https://www.limstiger.com
"(Mon-Fri: 11:00am ~ 8:00pm, (Sat) 9:30am ~ 12:00pm, (Sun) Closed","1529 E. Sandy Lake Rd #115, Coppell, TX 75019",972) 393-6229,https://www.limstiger.com
"Dawn Food Products, Inc.","3353 Miller Park S. #100, Garland, TX 75042",800) 442-9713 / 972) 485-8004,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3353+Miller+Park+S.+%23100%2C+Garland%2C+TX+75042&z=16&iwloc=A&z=auto
dawnfoods.com,"3353 Miller Park S. #100, Garland, TX 75042",800) 442-9713 / 972) 485-8004,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3353+Miller+Park+S.+%23100%2C+Garland%2C+TX+75042&z=16&iwloc=A&z=auto
My Family Dentist,1335 N. Belt Line Rd. Ste16 Irving TX 75061,972-600-8002,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1335+N.+Belt+Line+Rd.+Ste16+Irving+TX+75061&z=16&iwloc=A&z=auto
NEW ARK 부동산 (뉴아크 부동산),"2711 Lyndon B Johnson Fwy #720, Dallas TX 75234",,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2711+Lyndon+B+Johnson+Fwy+%23720%2C+Dallas+TX+75234&z=16&iwloc=A&z=auto
Studio Collection,"11834 Harry Hines Blvd. #125, Dallas, TX 75234",972) 243-9200,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11834+Harry+Hines+Blvd.+%23125%2C+Dallas%2C+TX+75234&z=16&iwloc=A&z=auto
혼다 HONDA (Honda of Denton),"4050 South I-35 East, Denton, TX 76210",888) 635-2477 / 469) 471-1168,http://www.hondaofdenton.com
(Mon-Sat) 8:30am ~ 8:00pm,"4050 South I-35 East, Denton, TX 76210",888) 635-2477 / 469) 471-1168,http://www.hondaofdenton.com
CG 냉동*냉장,,469) 406-9292 / 214) 718-8454,
업소록,"2938 W. Sam Houston Pkwy., Houston, TX 77042",713) 785-8899 / 504) 330-5527 / 214) 272-7486 / 972.517.2598 / 817) 330-8088 / 972) 245-0630 / 1560509897571019 / 281) 755-8340 / 512) 453-2552 / 817) 323-4364 / 972) 395-9200,https://www.tokyoonehouston.com
도쿄원,"2938 W. Sam Houston Pkwy., Houston, TX 77042",713) 785-8899 / 504) 330-5527 / 214) 272-7486 / 972.517.2598 / 817) 330-8088 / 972) 245-0630 / 1560509897571019 / 281) 755-8340 / 512) 453-2552 / 817) 323-4364 / 972) 395-9200,https://www.tokyoonehouston.com
도쿄원,"2938 W. Sam Houston Pkwy., Houston, TX 77042",713) 785-8899,https://www.tokyoonehouston.com
코펠 피아노,,504) 330-5527,
고려갈비,"2560 Royal Ln #105 Dallas, TX 75229",214) 272-7486,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2560+Royal+Ln+%23105+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
S&K 에스앤케이 주류도매,"101 W. Spring Creek Pkwy, Suite 741, Plano, TX 75023",972.517.2598,https://www. snkbeverages.com
스펙트럼 치과,"1007 W. Mitchell St.#201, Arlington, TX 76013",817) 330-8088,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1007+W.+Mitchell+St.%23201%2C+Arlington%2C+TX+76013&z=16&iwloc=A&z=auto
뮤즈헤어 (Muse Hair Salon),"1017 E. Trinity Mills Rd. #124, Carrollton, TX 75006",972) 245-0630 / 1560509897571019,https://www.facebook.com/Muse-Hair-Salon-뮤즈헤어-1560509897571019/
"(Mon-Sat) 10:00am ~ 8:00pm, (Sun) 12:00pm ~ 7:00pm","1017 E. Trinity Mills Rd. #124, Carrollton, TX 75006",972) 245-0630 / 1560509897571019,https://www.facebook.com/Muse-Hair-Salon-뮤즈헤어-1560509897571019/
Pro State 자동차 종합정비,"1235 Blalock Road, Houston, TX 77055",281) 755-8340,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1235+Blalock+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
Calla Florist,"4000 Avenue B, Austin, TX 78751",512) 453-2552,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4000+Avenue+B%2C+Austin%2C+TX+78751&z=16&iwloc=A&z=auto
[email protected],"4000 Avenue B, Austin, TX 78751",512) 453-2552,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4000+Avenue+B%2C+Austin%2C+TX+78751&z=16&iwloc=A&z=auto
열매맺는 교회 (Fruitful Baptist Church),"6600 New York Ave, Arlington, TX 76002",817) 323-4364,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6600+New+York+Ave%2C+Arlington%2C+TX+76002&z=16&iwloc=A&z=auto
anbchurch.org,"6600 New York Ave, Arlington, TX 76002",817) 323-4364,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6600+New+York+Ave%2C+Arlington%2C+TX+76002&z=16&iwloc=A&z=auto
달라스 베다니 장로 교회,"4020 Marchant Boulevard, Carrollton, TX 75010",972) 395-9200,http://www.bethanydallas.org
[email protected],"4020 Marchant Boulevard, Carrollton, TX 75010",972) 395-9200,http://www.bethanydallas.org
업소록,The University of Texas Golf Club,512) 266-6464 / 512) 796-4266 / 214) 534-1508 / 972) 247-4404 / 940.206.4290 / 972-808-7685 / 817-675-1031 / 682.521.7542 / 512) 257-0888 / 713) 663-7800 / 469-502-1555,http://www.utgolfclub.com
어스틴 축구회,The University of Texas Golf Club,512) 266-6464 / 512) 796-4266 / 214) 534-1508 / 972) 247-4404 / 940.206.4290 / 972-808-7685 / 817-675-1031 / 682.521.7542 / 512) 257-0888 / 713) 663-7800 / 469-502-1555,http://www.utgolfclub.com
어스틴 축구회,,512) 796-4266,
쉴만한물가선교원,"3138 W. Northgate Dr. #1088, Irving, TX 75062",214) 534-1508,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3138+W.+Northgate+Dr.+%231088%2C+Irving%2C+TX+75062&z=16&iwloc=A&z=auto
자이언트 간판 (Giant Sign),"11226 Ables Ln, Dallas, TX 75229",972) 247-4404,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11226+Ables+Ln%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
giantsign.com,"11226 Ables Ln, Dallas, TX 75229",972) 247-4404,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11226+Ables+Ln%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
새빛 침례교회,"141 S. Main St., Euless, TX 76040",940.206.4290,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=141+S.+Main+St.%2C+Euless%2C+TX+76040&z=16&iwloc=A&z=auto
UCBM HVAC,"11150 Morrison Ln. Dallas, TX 75229",972-808-7685 / 817-675-1031,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11150+Morrison+Ln.+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
[email protected],"11150 Morrison Ln. Dallas, TX 75229",972-808-7685 / 817-675-1031,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11150+Morrison+Ln.+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
FRY Realty,,682.521.7542,https://www.FRYrealty.com
[email protected],,682.521.7542,https://www.FRYrealty.com
우미야,"1호점 1540 Cypress Creek Rd. #113, Cedar Park, TX 78613 / 2호점 3550 Lake Line Blvd. #100, Leander, TX 78641",512) 257-0888,https://www.umiyaatx.com
퍼블릭 약국,"6510 Hillcroft #100, Houston, TX 77081",713) 663-7800,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6510+Hillcroft+%23100%2C+Houston%2C+TX+77081&z=16&iwloc=A&z=auto
달라스 경희 한의원 & 카이로프랙틱,"445 E Walnut St #139, Richardson, TX 75081",469-502-1555,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=445+E+Walnut+St+%23139%2C+Richardson%2C+TX+75081&z=16&iwloc=A&z=auto
업소록,"3827 Vine Crest, Dallas, TX 75229",214) 923-0061 / 405) 245-5570 / 214) 717-1760 / 832) 275-2720 / 713) 278-7800 / 972) 473-9329 / 817) 749-0900 / 713) 783-5655 / 405) 672-4644 / 972) 406-0022,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3827+Vine+Crest%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
A1 냉동,"3827 Vine Crest, Dallas, TX 75229",214) 923-0061 / 405) 245-5570 / 214) 717-1760 / 832) 275-2720 / 713) 278-7800 / 972) 473-9329 / 817) 749-0900 / 713) 783-5655 / 405) 672-4644 / 972) 406-0022,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3827+Vine+Crest%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
A1 냉동,"3827 Vine Crest, Dallas, TX 75229",214) 923-0061,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3827+Vine+Crest%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
오클라호마 교회협의회,,405) 245-5570,
서동욱 부동산,"4615 Wildgrove Dr. Flower Mound, TX 75022",214) 717-1760,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4615+Wildgrove+Dr.+Flower+Mound%2C+TX+75022&z=16&iwloc=A&z=auto
[email protected],"4615 Wildgrove Dr. Flower Mound, TX 75022",214) 717-1760,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4615+Wildgrove+Dr.+Flower+Mound%2C+TX+75022&z=16&iwloc=A&z=auto
휴스턴 기독교 교회연합회,,832) 275-2720,
스피디 오토,"2026 Gessner Rd. #H, Houston, TX 77080",713) 278-7800,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2026+Gessner+Rd.+%23H%2C+Houston%2C+TX+77080&z=16&iwloc=A&z=auto
Fin Sushi & Sake Bar,"6149 Windhaven Pkwy. #F-140, Plano, TX 75093",972) 473-9329,http://www.finsakebar.com
Sushi Zen,"2600 E. Southlake Blvd. #100, Southlake, TX 76092",817) 749-0900,https://www.gosushizen.com
패션 이스타,"5914 Hillcroft #B-2, Houston, TX 77036",713) 783-5655,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5914+Hillcroft+%23B-2%2C+Houston%2C+TX+77036&z=16&iwloc=A&z=auto
전주식당,"217 S Sooner Road, Del City, OK 73110",405) 672-4644,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=217+S+Sooner+Road%2C+Del+City%2C+OK+73110&z=16&iwloc=A&z=auto
Bosuk Corporation,"11526 Harry Hines Blvd. #102, Dallas, TX 75229",972) 406-0022,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=11526+Harry+Hines+Blvd.+%23102%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
업소록,"3720 N. Josey Ln. #118, Carrollton, Texas 75007",214) 229-6606 / 972) 878-9414 / 469-289-3017 / 972) 510-9647 / 469) 758-6392 / 512) 258-1621 / 469) 786-5030 / 972) 888-3888 / 713) 614-3975 / 713) 468-4545,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3720+N.+Josey+Ln.+%23118%2C+Carrollton%2C+Texas+75007&z=16&iwloc=A&z=auto
달라스 한인 연극협회,"3720 N. Josey Ln. #118, Carrollton, Texas 75007",214) 229-6606 / 972) 878-9414 / 469-289-3017 / 972) 510-9647 / 469) 758-6392 / 512) 258-1621 / 469) 786-5030 / 972) 888-3888 / 713) 614-3975 / 713) 468-4545,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3720+N.+Josey+Ln.+%23118%2C+Carrollton%2C+Texas+75007&z=16&iwloc=A&z=auto
달라스 한인 연극협회,,214) 229-6606,
변호정 피아노 레슨,,972) 878-9414,
락크랩 앤 윙즈 (Roc Crab & Wings),"3720 N. Josey Ln. #118, Carrollton, Texas 75007",469-289-3017,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3720+N.+Josey+Ln.+%23118%2C+Carrollton%2C+Texas+75007&z=16&iwloc=A&z=auto
Selah Skincare,"475 SH 121 #200 Room 203, Lewisville, TX 75067",972) 510-9647,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=475+SH+121+%23200+Room+203%2C+Lewisville%2C+TX+75067&z=16&iwloc=A&z=auto
쌀쌀맞은 닭 캐롤톤점(Rice Chicken Carrollton),"2540 Old Denton Rd, Carrollton, TX 75006",469) 758-6392,https://www.ssalchicken.com
"(Sun-Wed) 11:30AM ~ 12AM, (Thur-Sat) 11:30AM ~ 2AM","2540 Old Denton Rd, Carrollton, TX 75006",469) 758-6392,https://www.ssalchicken.com
Balcones Country Club,"8600 Balcones Club Drive, Austin, TX 78750",512) 258-1621,http://www.balconescountryclub.com
Wow Dounts & Drips,"6509 W. Park BLVD Plano, Texas 75093",469) 786-5030,https://www.wowdonutsanddrips.com
Monday - Saturday | 7:00AM - 10:00PM Sunday | 7:00AM - 9:00PM,"6509 W. Park BLVD Plano, Texas 75093",469) 786-5030,https://www.wowdonutsanddrips.com
Champs Restaurant Supply,"430 N Coit Rd. #100, Richardson, TX 75080",972) 888-3888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=430+N+Coit+Rd.+%23100%2C+Richardson%2C+TX+75080&z=16&iwloc=A&z=auto
champsdepot.com,"430 N Coit Rd. #100, Richardson, TX 75080",972) 888-3888,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=430+N+Coit+Rd.+%23100%2C+Richardson%2C+TX+75080&z=16&iwloc=A&z=auto
매리 안 부동산,"24044 Cinco Village Center #150, Katy, TX 77494",713) 614-3975,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=24044+Cinco+Village+Center+%23150%2C+Katy%2C+TX+77494&z=16&iwloc=A&z=auto
프로 이발관,"10045 Long Point Road, Houston, TX 77055",713) 468-4545,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10045+Long+Point+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
업소록,"2257 Royal Ln #102, Dallas, TX 75229",832) 542-5985 / 469) 620-6199 / 972) 484-6062 / 972) 573-7819 / 972) 247-4514 / 972)276-2098 / 713) 266-5768 / 972) 822-3545 / 210) 662-6699 / 281) 213-8386,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2257+Royal+Ln+%23102%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
휴스턴 마라톤협회,"2257 Royal Ln #102, Dallas, TX 75229",832) 542-5985 / 469) 620-6199 / 972) 484-6062 / 972) 573-7819 / 972) 247-4514 / 972)276-2098 / 713) 266-5768 / 972) 822-3545 / 210) 662-6699 / 281) 213-8386,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2257+Royal+Ln+%23102%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
휴스턴 마라톤협회,,832) 542-5985,
마라바 헤어 살롱 (Maraba Hair Salon),"2257 Royal Ln #102, Dallas, TX 75229",469) 620-6199,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2257+Royal+Ln+%23102%2C+Dallas%2C+TX+75229&z=16&iwloc=A&z=auto
Young Trading Co,"11410 Harry Hines Boulevard #D, Dallas, TX 75229",972) 484-6062,http://www.theyoungtrading.com
루민 내과병원 Lumin Care (Plano),"4090 Mapleshade Ln. #100, Plano, TX 75093",972) 573-7819,https://www.LuminHealth.com
(Mon-Fri) 9:00am ~ 4:00pm (Korean),"4090 Mapleshade Ln. #100, Plano, TX 75093",972) 573-7819,https://www.LuminHealth.com
Best Choice Trading,"11410 Harry Hines Blvd. #101, Dallas, TX 75229",972) 247-4514,http://e-bestchoice.com
(Mon-Sat) 9:00am ~ 6:00pm,"11410 Harry Hines Blvd. #101, Dallas, TX 75229",972) 247-4514,http://e-bestchoice.com
웨슬리 교회,"2436 Marsh Lane, Carrollton, TX 75006",972)276-2098,http://www.wkumc.org
사사키,"8979 Westheimer Road, Houston, TX 77063",713) 266-5768,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=8979+Westheimer+Road%2C+Houston%2C+TX+77063&z=16&iwloc=A&z=auto
펜타 수영클럽 (Penta Swim Club),"1 Hornet Road, Addison, TX 75001(Greenhill School)",972) 822-3545,http://www.pentaswimclub.com
[email protected],"1 Hornet Road, Addison, TX 75001(Greenhill School)",972) 822-3545,http://www.pentaswimclub.com
국회가든 (Kiku Garden),"4527 Goldfield Drive, San Antonio, TX 78218",210) 662-6699,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4527+Goldfield+Drive%2C+San+Antonio%2C+TX+78218&z=16&iwloc=A&z=auto
이부령 회계사,"10016 Long Point Road, Houston, TX 77055",281) 213-8386,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10016+Long+Point+Road%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
업소록,"6601 Carriage Drive, Colleyville, TX 76034",817) 845-2691 / 512) 326-5807 / 214) 648-3111 / 479) 636-8110 / 832) 448-8828 / 281) 777-1079 / 713) 932-9212 / 405) 677-8007 / 469) 563-7169 / 817) 926-1515 / 972) 312-1900,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6601+Carriage+Drive%2C+Colleyville%2C+TX+76034&z=16&iwloc=A&z=auto
세계 한민족 여성 네트워크,"6601 Carriage Drive, Colleyville, TX 76034",817) 845-2691 / 512) 326-5807 / 214) 648-3111 / 479) 636-8110 / 832) 448-8828 / 281) 777-1079 / 713) 932-9212 / 405) 677-8007 / 469) 563-7169 / 817) 926-1515 / 972) 312-1900,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6601+Carriage+Drive%2C+Colleyville%2C+TX+76034&z=16&iwloc=A&z=auto
세계 한민족 여성 네트워크,"6601 Carriage Drive, Colleyville, TX 76034",817) 845-2691,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6601+Carriage+Drive%2C+Colleyville%2C+TX+76034&z=16&iwloc=A&z=auto
서울 레스토랑 & DK Sushi Bar,"6400 South 1st St. Center #C, Austin, TX 78745",512) 326-5807,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6400+South+1st+St.+Center+%23C%2C+Austin%2C+TX+78745&z=16&iwloc=A&z=auto
dksushi.com,"6400 South 1st St. Center #C, Austin, TX 78745",512) 326-5807,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=6400+South+1st+St.+Center+%23C%2C+Austin%2C+TX+78745&z=16&iwloc=A&z=auto
오픈도어한인교회,"2400 W. Oak Street, Rogers, AR 72758",479) 636-8110,http://www.ibcd.net/opendoor
비에호아,"8300 W. Sam Houston Pkwy., Houston, TX 77072",832) 448-8828,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=8300+W.+Sam+Houston+Pkwy.%2C+Houston%2C+TX+77072&z=16&iwloc=A&z=auto
백향목 건강마을,"10001 Long Point #G, Houston, TX 77055",281) 777-1079 / 713) 932-9212,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=10001+Long+Point+%23G%2C+Houston%2C+TX+77055&z=16&iwloc=A&z=auto
현대 비디오,"4829 SE 29th Street, Del City, OK 73115",405) 677-8007,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4829+SE+29th+Street%2C+Del+City%2C+OK+73115&z=16&iwloc=A&z=auto
달라스 에어로빅 동호회,,469) 563-7169,
삼원가든 (Samwon Garden),"5201 McCart Ave. #B, Fort Worth, TX 76115",817) 926-1515,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=5201+McCart+Ave.+%23B%2C+Fort+Worth%2C+TX+76115&z=16&iwloc=A&z=auto
Bong's Master Tailor (Plano),"811 N. Central Exwy. #2275, Plano, TX 75075",972) 312-1900,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=811+N.+Central+Exwy.+%232275%2C+Plano%2C+TX+75075&z=16&iwloc=A&z=auto
업소록,"4215 Fairway Dr, Suite 132 Carrollton, TX 75010",469) 655-3790 / 469 993 9434 / 682) 200-1483 / 214) 872-4100 / 213) 999-7615 / 469-449-3792 / 254) 699-4081 / 888-271-0694 / 713) 457-5500 / 972) 242-2014,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4215+Fairway+Dr%2C+Suite+132+Carrollton%2C+TX+75010&z=16&iwloc=A&z=auto
Lime Creative (웹사이트 제작),"4215 Fairway Dr, Suite 132 Carrollton, TX 75010",469) 655-3790 / 469 993 9434 / 682) 200-1483 / 214) 872-4100 / 213) 999-7615 / 469-449-3792 / 254) 699-4081 / 888-271-0694 / 713) 457-5500 / 972) 242-2014,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4215+Fairway+Dr%2C+Suite+132+Carrollton%2C+TX+75010&z=16&iwloc=A&z=auto
Lime Creative (웹사이트 제작),,469) 655-3790,
석면 인스펙션 (Asbestos Inspection),"4215 Fairway Dr, Suite 132 Carrollton, TX 75010",469 993 9434,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=4215+Fairway+Dr%2C+Suite+132+Carrollton%2C+TX+75010&z=16&iwloc=A&z=auto
Vandergriff Honda (밴더그리프 혼다),"1104 W Interstate 20, Arlington, TX 76017",682) 200-1483,https://www.vandergriffhonda.com
7 am - 9 pm,"1104 W Interstate 20, Arlington, TX 76017",682) 200-1483,https://www.vandergriffhonda.com
프리스코 오디오 틴트 (Frisco Audio Tint),"3288 Main St, #104, Frisco, TX 75033",214) 872-4100,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3288+Main+St%2C+%23104%2C+Frisco%2C+TX+75033&z=16&iwloc=A&z=auto
[email protected],"3288 Main St, #104, Frisco, TX 75033",214) 872-4100,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=3288+Main+St%2C+%23104%2C+Frisco%2C+TX+75033&z=16&iwloc=A&z=auto
팔레스뷰티,,213) 999-7615,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=%ED%95%9C%EB%82%A8%EC%B2%B4%EC%9D%B8+%EC%98%86+%ED%8C%94%EB%A0%88%EC%8A%A4+%EB%B7%B0%ED%8B%B0&z=16&iwloc=A&z=auto
이돈진 부동산 (Lee Donjin Realtor),"716 Lake Carolyn Pkwy. #123, Irving, TX 75039",469-449-3792,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=716+Lake+Carolyn+Pkwy.+%23123%2C+Irving%2C+TX+75039&z=16&iwloc=A&z=auto
[email protected],"716 Lake Carolyn Pkwy. #123, Irving, TX 75039",469-449-3792,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=716+Lake+Carolyn+Pkwy.+%23123%2C+Irving%2C+TX+75039&z=16&iwloc=A&z=auto
이그재큐티브 모텔,"1601 E. Cenral TX Expressway, Killeen, TX 76541",254) 699-4081,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=1601+E.+Cenral+TX+Expressway%2C+Killeen%2C+TX+76541&z=16&iwloc=A&z=auto
SQUARECAP Financial Solutions LLC,"15400 Knoll Trail Drive, Dallas, Texas 75248",888-271-0694,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=15400+Knoll+Trail+Drive%2C+Dallas%2C+Texas+75248&z=16&iwloc=A&z=auto
squarecapfinancialsolutions.com,"15400 Knoll Trail Drive, Dallas, Texas 75248",888-271-0694,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=15400+Knoll+Trail+Drive%2C+Dallas%2C+Texas+75248&z=16&iwloc=A&z=auto
벨레어 메디칼,"12924 Bellaire, Houston, TX 77072",713) 457-5500,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=12924+Bellaire%2C+Houston%2C+TX+77072&z=16&iwloc=A&z=auto
Cody Collection (신발),"2625 Old Denton Rd. #341, Carrollton, TX 75007",972) 242-2014,https://maps.google.com/maps?f=d&source=s_d&saddr=&daddr=2625+Old+Denton+Rd.+%23341%2C+Carrollton%2C+TX+75007&z=16&iwloc=A&z=auto
주님의 교회,"1204 Larner Road, Carrollton, TX 75006",972) 242-1104 / 713) 461-5265 / 972) 263-0123 / 972) 247-5670 / 469) 879-2173 / 214) 675-5288 / 469) 688-1650 / 501) 562-0700 / 713) 465-3858 / 713) 866-4802 / 817) 453-8722 / 97.141693 / 32.563183,https://www.kclord.org
주님의 교회,"1204 Larner Road, Carrollton, TX 75006",972) 242-1104,https://www.kclord.org
